X,Y,ele,time,magvar,geoidheigh,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,wptx1_Wayp,layer,path
44.176075,-20.781383,56.935462999999999,2019/03/07 05:07:41.000,,,3 030307,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.176022,-20.781901,57.564628999999996,2019/03/07 05:10:58.000,,,3 030308,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.176089,-20.78209,62.831474000000000,2019/03/07 05:16:01.000,,,3 030309,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.17611,-20.782109,63.040008999999998,2019/03/07 05:17:34.000,,,3 022401,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.17647,-20.782687,57.762180000000001,2019/03/07 05:24:52.000,,,3 012003,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.176692,-20.782637,60.404068000000002,2019/03/07 05:35:02.000,,,3 010901,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.176254,-20.783049,54.896999000000001,2019/03/07 05:39:51.000,,,3 013101,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.175192,-20.783536,58.128062999999997,2019/03/07 05:57:39.000,,,3 020602,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.174175,-20.784183,50.544384000000001,2019/03/07 06:03:45.000,,,3 022703,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.170582,-20.783403,57.167313000000000,2019/03/07 06:15:31.000,,,2 020703,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.17021,-20.783666,64.078536999999997,2019/03/07 06:20:35.000,,,2 020702,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_07-MAR-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_07-MAR-19.gpx|layername=waypoints
44.174176,-20.779706,70.530190000000005,2019/01/09 08:06:40.000,,,6 010902,R37,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_09-JAN-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_09-JAN-19.gpx|layername=waypoints
44.173041,-20.778731,66.915085000000005,2019/02/26 07:09:41.000,,,6 011003,M41,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_10-JAN-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_10-JAN-19.gpx|layername=waypoints
44.17498,-20.783859,,2019/02/11 04:12:22.000,,,008,CT 6 HH12,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_11-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_11-FEB-19.gpx|layername=waypoints
44.175458,-20.788288,64.188927000000007,2019/02/11 04:33:34.000,,,009,CT4 AA1,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_11-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_11-FEB-19.gpx|layername=waypoints
44.172152,-20.779476,66.207733000000005,2019/02/11 05:11:27.000,,,010,CT4 J38,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_11-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_11-FEB-19.gpx|layername=waypoints
44.171153,-20.780081,68.927605000000000,2019/02/11 05:24:05.000,,,011,CT6 G34,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_11-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_11-FEB-19.gpx|layername=waypoints
44.174687,-20.785795,90.959548999999996,2019/02/13 10:19:17.000,,,012,CT4 Y10,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_13-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_13-FEB-19.gpx|layername=waypoints
44.170825,-20.779388,69.838943000000000,2019/02/16 05:05:20.000,,,6 021601,FONY,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170908,-20.779473,66.235793999999999,2019/02/16 05:07:07.000,,,F2,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170903,-20.779586,64.306015000000002,2019/02/16 05:08:48.000,,,F3,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.171013,-20.779477,62.465404999999997,2019/02/16 05:10:02.000,,,F4,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170821,-20.779421,55.525356000000002,2019/02/16 05:11:54.000,,,H1,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170529,-20.779695,61.653193999999999,2019/02/16 05:14:39.000,,,F5,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170537,-20.779686,63.454624000000003,2019/02/16 05:15:29.000,,,6 021602,H,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170584,-20.779723,64.768692000000001,2019/02/16 05:17:58.000,,,F6,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170525,-20.779791,62.461978999999999,2019/02/16 05:21:01.000,,,H2,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170567,-20.77976,63.253501999999997,2019/02/16 05:21:59.000,,,H3,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.17064,-20.779778,62.201607000000003,2019/02/16 05:23:28.000,,,F7,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170695,-20.779757,62.320255000000003,2019/02/16 05:24:35.000,,,F8,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170547,-20.779496,60.638626000000002,2019/02/16 05:28:25.000,,,F9,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170467,-20.779398,59.552363999999997,2019/02/16 05:29:26.000,,,H4,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170396,-20.779337,60.613869000000001,2019/02/16 05:30:06.000,,,B1,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170334,-20.779505,62.674464999999998,2019/02/16 05:31:02.000,,,H5,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170454,-20.779439,61.413052000000000,2019/02/16 05:32:45.000,,,H6,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_16-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_16-FEB-19.gpx|layername=waypoints
44.170905,-20.779859,57.271701999999998,2019/02/17 03:05:43.000,,,6 021701,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172184,-20.779902,55.592064000000001,2019/02/17 03:26:16.000,,,6 021502,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.17246,-20.779464,55.153602999999997,2019/02/17 03:34:52.000,,,6 021501,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.17246,-20.779781,55.327281999999997,2019/02/17 03:38:01.000,,,6 011002,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.174127,-20.779775,36.701850999999998,2019/02/17 03:51:02.000,,,6 010902,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.173412,-20.779509,55.666237000000002,2019/02/17 03:59:08.000,,,6 010901,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172726,-20.779492,57.893932000000000,2019/02/17 04:07:03.000,,,6 011001,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172996,-20.778755,40.151153999999998,2019/02/17 04:10:52.000,,,6 011003,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172507,-20.778783,55.435836999999999,2019/02/17 04:16:24.000,,,6 011403,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172998,-20.778837,63.269427999999998,2019/02/26 08:11:17.000,,,6 011404,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172954,-20.778808,63.881476999999997,2019/02/26 08:07:16.000,,,6 011405,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172111,-20.779432,56.212798999999997,2019/02/17 04:35:39.000,,,6 011601,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172234,-20.779316,61.114165999999997,2019/02/17 04:44:30.000,,,6 011402,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.172217,-20.779343,62.903244000000001,2019/02/17 04:46:19.000,,,6 011401,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.171848,-20.779313,58.328709000000003,2019/02/17 04:59:21.000,,,6 011602,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.171103,-20.778756,54.245018000000002,2019/02/17 05:05:51.000,,,6 020204,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.171016,-20.778902,58.658366999999998,2019/02/17 05:08:03.000,,,F10,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170987,-20.778896,60.985771000000000,2019/02/17 05:11:18.000,,,6 020203,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.171023,-20.778775,60.221992000000000,2019/02/17 05:14:08.000,,,H7,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170988,-20.778786,60.377510000000001,2019/02/17 05:16:58.000,,,H8,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170887,-20.778829,59.008277999999997,2019/02/17 05:19:14.000,,,F11,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170923,-20.778687,60.040610999999998,2019/02/17 05:23:06.000,,,H9,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170986,-20.778769,66.658080999999996,2019/02/17 05:27:09.000,,,H10,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170281,-20.779016,56.374538000000001,2019/02/17 05:33:24.000,,,6 020201,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170305,-20.779277,54.694434999999999,2019/02/17 05:38:01.000,,,6 021603,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.170548,-20.780282,58.772345999999999,2019/02/17 05:45:10.000,,,6 011603,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.169552,-20.781527,63.042847000000002,2019/02/17 06:27:13.000,,,013,CT7 A29,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_17-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_17-FEB-19.gpx|layername=waypoints
44.171584,-20.783635,82.044692999999995,2019/02/18 07:24:29.000,,,6 021802,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_18-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_18-FEB-19.gpx|layername=waypoints
44.175812,-20.783088,62.289448000000000,2019/02/21 06:31:53.000,,,3 022101,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_21-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_21-FEB-19.gpx|layername=waypoints
44.175374,-20.783525,64.433753999999993,2019/02/21 07:52:58.000,,,3 020601,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_21-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_21-FEB-19.gpx|layername=waypoints
44.175412,-20.783154,60.250701999999997,2019/02/21 08:07:11.000,,,3 012002,,,,,,,,,,"Flag, Blue",,,,,,,,,,Waypoints_21-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_21-FEB-19.gpx|layername=waypoints
44.173092,-20.778775,67.747146999999998,2019/02/26 07:17:49.000,,,6 022203,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_22-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_22-FEB-19.gpx|layername=waypoints
44.169831,-20.785007,52.870365000000000,2019/02/23 12:04:40.000,,,2 0222301,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.170561,-20.784447,63.989052000000001,2019/02/23 12:11:09.000,,,2 011501,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.171012,-20.784191,59.160125999999998,2019/02/23 12:18:51.000,,,2 021801,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.172389,-20.785412,59.292777999999998,2019/02/23 12:39:24.000,,,2 011201,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.174309,-20.784832,64.779373000000007,2019/02/23 12:54:41.000,,,2 011901,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.174583,-20.785277,58.198078000000002,2019/02/23 13:00:26.000,,,2 011902,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.174512,-20.785736,63.050426000000002,2019/02/23 13:05:02.000,,,2 021302,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.174569,-20.785874,67.186340000000001,2019/02/23 13:12:07.000,,,2 021201,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.174626,-20.785872,70.239975000000001,2019/02/23 13:16:25.000,,,2 021301,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.174492,-20.786113,66.224686000000005,2019/02/23 13:21:36.000,,,2 021202,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.174589,-20.786068,66.955460000000002,2019/02/23 13:30:19.000,,,2 021203,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_23-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_23-FEB-19.gpx|layername=waypoints
44.176462,-20.782277,69.653709000000006,2019/02/24 07:53:07.000,,,3 022403,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_24-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_24-FEB-19.gpx|layername=waypoints
44.176526,-20.782243,67.346039000000005,2019/02/24 07:50:01.000,,,3 022402,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_24-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_24-FEB-19.gpx|layername=waypoints
44.176452,-20.782302,60.912495000000000,2019/02/24 08:19:37.000,,,3 022404,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_24-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_24-FEB-19.gpx|layername=waypoints
44.176403,-20.782313,68.292145000000005,2019/02/24 09:00:37.000,,,3 022405,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_24-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_24-FEB-19.gpx|layername=waypoints
44.176325,-20.781605,62.471268000000002,2019/02/24 09:44:52.000,,,3 012004,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_24-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_24-FEB-19.gpx|layername=waypoints
44.177889,-20.779998,61.235264000000001,2019/02/24 10:00:17.000,,,12 011001,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_24-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_24-FEB-19.gpx|layername=waypoints
44.17845,-20.780035,54.861958000000001,2019/02/24 10:09:21.000,,,12 011002,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_24-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_24-FEB-19.gpx|layername=waypoints
44.173259,-20.78652,68.454521000000000,2019/02/25 03:44:24.000,,,2 012202,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_25-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_25-FEB-19.gpx|layername=waypoints
44.173351,-20.786555,66.978217999999998,2019/02/25 03:54:12.000,,,2 012201,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_25-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_25-FEB-19.gpx|layername=waypoints
44.170295,-20.78652,70.020415999999997,2019/02/25 09:57:28.000,,,A1,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_25-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_25-FEB-19.gpx|layername=waypoints
44.173053,-20.7788,66.149460000000005,2019/02/26 07:24:34.000,,,6 022204,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_26-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_26-FEB-19.gpx|layername=waypoints
44.172767,-20.778724,61.285587000000000,2019/02/26 07:32:42.000,,,6 022603,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_26-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_26-FEB-19.gpx|layername=waypoints
44.172811,-20.778704,59.927104999999997,2019/02/26 07:51:45.000,,,6 022604,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_26-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_26-FEB-19.gpx|layername=waypoints
44.172945,-20.778806,61.395556999999997,2019/02/26 08:01:57.000,,,6 022202,,,,,,,,,,"Flag, Blue",,,,,,,,,0,Waypoints_26-FEB-19 waypoints,D:/Google Drive/Graduate School/Research/FieldSeason2019KMNP/Waypoints/Waypoints_26-FEB-19.gpx|layername=waypoints
